,Uniprot ID,Organism,Taxonomy-ID,Gene Name,HGNC number,Gene synonym,Recommended Name,Short Names,Alternative Names,OMIM,Catalytic: Reaction,Catalytic: Rhea,Catalytic: EC,Brenda,Reactome ID,CAZy,GeneID
374,Q11201,Homo sapiens,9606,ST3GAL1,HGNC:10862;,SIAT4,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 1","Alpha 2,3-ST 1;Beta-galactoside alpha-2,3-sialyltransferase 1;","Gal-NAc6S;Gal-beta-1,3-GalNAc-alpha-2,3-sialyltransferase;Monosialoganglioside sialyltransferase;SIATFL;ST3Gal I;ST3GalA.1;ST3O;Sialyltransferase 4A;",607187;,a beta-D-galactosyl-(1->3)-N-acetyl-alpha-D-galactosaminyl derivative + CMP-N-acetyl-beta-neuraminate = an N-acetyl-alpha-neuraminyl-(2->3)-beta-D-galactosyl-(1->3)-N-acetyl-alpha-D-galactosaminyl derivative + CMP + H(+);CMP-N-acetyl-beta-neuraminate + ganglioside GM1 = CMP + ganglioside GD1a + H(+);CMP-N-acetyl-beta-neuraminate + ganglioside GM1 (d18:1(4E)) = CMP + ganglioside GD1a (d18:1(4E)) + H(+);CMP-N-acetyl-beta-neuraminate + ganglioside GM1 (d18:1(4E)/18:0) = CMP + ganglioside GD1a (18:1(4E)/18:0) + H(+);CMP-N-acetyl-beta-neuraminate + ganglioside GA1 = CMP + ganglioside GM1b + H(+);CMP-N-acetyl-beta-neuraminate + ganglioside GA1 (d18:1(4E)) = CMP + ganglioside GM1b (d18:1(4E)) + H(+);CMP-N-acetyl-beta-neuraminate + ganglioside GD1b = CMP + ganglioside GT1b + H(+);,RHEA:21616;RHEA:48260;RHEA:18021;RHEA:48248;RHEA:48244;RHEA:47560;RHEA:48240;,2.4.3.4;2.4.3.2;,2.4.99.2;2.4.99.4;,R-HSA-2022854;R-HSA-4085001;R-HSA-9683673;R-HSA-9694548;R-HSA-9694719;R-HSA-977068;,GT29;,6482;
375,Q9NSC7,Homo sapiens,9606,ST6GALNAC1,HGNC:23614;,SIAT7A,"Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 1",,"GalNAc alpha-2,6-sialyltransferase I;ST6GalNAc I;Sialyltransferase 7A;",610138;,a beta-D-galactosyl-(1->3)-N-acetyl-alpha-D-galactosaminyl derivative + CMP-N-acetyl-beta-neuraminate = a beta-D-galactosyl-(1->3)-[N-acetyl-alpha-neuraminyl-(2->6)]-N-acetyl-alpha-D-galactosaminyl derivative + CMP + H(+);,RHEA:11136;,2.4.3.3;,2.4.99.3;,R-HSA-4085001;,GT29;,55808;
376,Q9UJ37,Homo sapiens,9606,ST6GALNAC2,HGNC:10867;,SIAT7B,"Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2",,"GalNAc alpha-2,6-sialyltransferase II;ST6GalNAc II;SThM;Sialyltransferase 7B;",610137;,a beta-D-galactosyl-(1->3)-N-acetyl-alpha-D-galactosaminyl derivative + CMP-N-acetyl-beta-neuraminate = a beta-D-galactosyl-(1->3)-[N-acetyl-alpha-neuraminyl-(2->6)]-N-acetyl-alpha-D-galactosaminyl derivative + CMP + H(+);,RHEA:11136;,2.4.3.3;,2.4.99.3;,R-HSA-4085001;R-HSA-9683673;R-HSA-9694548;R-HSA-9694719;R-HSA-977068;,GT29;,10610;
377,P61647,Homo sapiens,9606,ST8SIA6,HGNC:23317;,SIAT8F,"Alpha-2,8-sialyltransferase 8F",,Sialyltransferase 8F;Sialyltransferase St8Sia VI;,610139;,CMP-N-acetyl-beta-neuraminate + ganglioside GM3 = CMP + ganglioside GD3 + H(+);CMP-N-acetyl-beta-neuraminate + ganglioside GM3 (d18:1(4E)) = CMP + ganglioside GD3 (d18:1(4E)) + H(+);CMP-N-acetyl-beta-neuraminate + ganglioside GD1a (d18:1(4E)) = CMP + ganglioside GT1a (d18:1(4E)) + H(+);CMP-N-acetyl-beta-neuraminate + ganglioside GD1a = CMP + ganglioside GT1a + H(+);CMP-N-acetyl-beta-neuraminate + ganglioside GM1b (d18:1(4E)) = CMP + ganglioside GD1c (d18:1(4E)) + H(+);CMP-N-acetyl-beta-neuraminate + ganglioside GM1b = CMP + ganglioside GD1c + H(+);CMP-N-acetyl-beta-neuraminate + ganglioside GM4 (d18:1(4E)) = CMP + H(+) + N-acetyl-alpha-neuraminosyl-(2->8)-N-acetyl-alpha-neuraminosyl-(2->3)-beta-D-galactosyl-(1<->1')-N-acylsphing-4-enine;CMP-N-acetyl-beta-neuraminate + N-acetyl-alpha-neuraminosyl-(2->3)-beta-D-galactosyl-(1<->1')-ceramide = CMP + H(+) + N-acetyl-alpha-neuraminosyl-(2->8)-N-acetyl-alpha-neuraminosyl-(2->3)-beta-D-galactosyl-(1<->1')-ceramide;CMP-N-acetyl-beta-neuraminate + ganglioside GT1b (d18:1(4E)) = CMP + ganglioside GQ1b (d18:1(4E)) + H(+);CMP-N-acetyl-beta-neuraminate + ganglioside GT1b = CMP + ganglioside GQ1b + H(+);,RHEA:48288;RHEA:41760;RHEA:41768;RHEA:48912;RHEA:47576;RHEA:48916;RHEA:48924;RHEA:48928;RHEA:41772;RHEA:48932;,,2.4.99.8;,R-HSA-4085001;R-HSA-975577;,GT29;,338596;
378,P15907,Homo sapiens,9606,ST6GAL1,HGNC:10860;,SIAT1,"Beta-galactoside alpha-2,6-sialyltransferase 1","Alpha 2,6-ST 1;","B-cell antigen CD75;CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,6-sialyltransferase 1;ST6Gal I;Sialyltransferase 1;",109675;,a beta-D-galactoside + CMP-N-acetyl-beta-neuraminate = an N-acetyl-alpha-neuraminyl-(2->6)-beta-D-galactosyl derivative + CMP + H(+);,RHEA:52104;,2.4.3.1;,2.4.99.1;,R-HSA-4085001;R-HSA-9683673;R-HSA-9694548;R-HSA-9694719;R-HSA-975577;R-HSA-977068;,GT29;,6480;
379,Q96JF0,Homo sapiens,9606,ST6GAL2,HGNC:10861;,KIAA1877,"Beta-galactoside alpha-2,6-sialyltransferase 2","Alpha 2,6-ST 2;","CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,6-sialyltransferase 2;ST6Gal II;Sialyltransferase 2;",608472;,a beta-D-galactoside + CMP-N-acetyl-beta-neuraminate = an N-acetyl-alpha-neuraminyl-(2->6)-beta-D-galactosyl derivative + CMP + H(+);,RHEA:52104;,2.4.3.1;,2.4.99.1;,R-HSA-4085001;,GT29;,84620;
380,Q11203,Homo sapiens,9606,ST3GAL3,HGNC:10866;,SIAT6,"CMP-N-acetylneuraminate-beta-1,4-galactoside alpha-2,3-sialyltransferase",,"Beta-galactoside alpha-2,3-sialyltransferase 3;Gal beta-1,3(4) GlcNAc alpha-2,3 sialyltransferase;N-acetyllactosaminide alpha-2,3-sialyltransferase;ST3Gal III;ST3N;Sialyltransferase 6;",606494;611090;615006;,a beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl derivative + CMP-N-acetyl-beta-neuraminate = an N-acetyl-alpha-neuraminyl-(2->3)-beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl derivative + CMP + H(+);,RHEA:52316;,2.4.3.6;,2.4.99.2;2.4.99.6;,R-HSA-1912420;R-HSA-2022854;R-HSA-3656243;R-HSA-4085001;R-HSA-9037629;R-HSA-9683673;R-HSA-9694548;R-HSA-9694719;R-HSA-977068;,GT29;,6487;
381,Q11206,Homo sapiens,9606,ST3GAL4,HGNC:10864;,CGS23,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 4","Alpha 2,3-ST 4;Beta-galactoside alpha-2,3-sialyltransferase 4;","Alpha 2,3-sialyltransferase IV;Gal-NAc6S;Gal-beta-1,3-GalNAc-alpha-2,3-sialyltransferase;Gal-beta-1,4-GlcNAc-alpha-2,3-sialyltransferase;N-acetyllactosaminide alpha-2,3-sialyltransferase;SAT-3;ST-4;ST3Gal IV;ST3GalA.2;STZ;Sialyltransferase 4C;",104240;,a beta-D-galactosyl-(1->3)-N-acetyl-beta-D-galactosaminyl derivative + CMP-N-acetyl-beta-neuraminate = an N-acetyl-alpha-neuraminyl-(2->3)-beta-D-galactosyl-(1->3)-N-acetyl-beta-D-galactosaminyl derivative + CMP + H(+);a beta-D-galactosyl-(1->3)-N-acetyl-alpha-D-galactosaminyl derivative + CMP-N-acetyl-beta-neuraminate = an N-acetyl-alpha-neuraminyl-(2->3)-beta-D-galactosyl-(1->3)-N-acetyl-alpha-D-galactosaminyl derivative + CMP + H(+);a beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl derivative + CMP-N-acetyl-beta-neuraminate = an N-acetyl-alpha-neuraminyl-(2->3)-beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl derivative + CMP + H(+);CMP-N-acetyl-beta-neuraminate + ganglioside GM1 (d18:1(4E)) = CMP + ganglioside GD1a (d18:1(4E)) + H(+);CMP-N-acetyl-beta-neuraminate + ganglioside GA1 (d18:1(4E)) = CMP + ganglioside GM1b (d18:1(4E)) + H(+);CMP-N-acetyl-beta-neuraminate + ganglioside GT1c (d18:1(4E)) = CMP + ganglioside GQ1c (d18:1(4E)) + H(+);a neolactoside nLc4Cer + CMP-N-acetyl-beta-neuraminate = a neolactoside IV(3)-alpha-NeuAc-nLc4Cer + CMP + H(+);a neolactoside nLc4Cer(d18:1(4E)) + CMP-N-acetyl-beta-neuraminate = a neolactoside IV(3)-alpha-NeuAc-nLc4Cer(d18:1(4E)) + CMP + H(+);,RHEA:52380;RHEA:21616;RHEA:52316;RHEA:18021;RHEA:47560;RHEA:47588;RHEA:65432;RHEA:18913;,2.4.3.2;2.4.3.4;2.4.3.6;2.4.3.2;2.4.3.6;,2.4.99.2;2.4.99.6;,R-HSA-1912420;R-HSA-2022854;R-HSA-4085001;R-HSA-9037629;R-HSA-9683673;R-HSA-9694548;R-HSA-9694719;R-HSA-975577;R-HSA-977068;,GT29;,6484;
382,Q9Y274,Homo sapiens,9606,ST3GAL6,HGNC:18080;,SIAT10,"Type 2 lactosamine alpha-2,3-sialyltransferase",,"CMP-NeuAc:beta-galactoside alpha-2,3-sialyltransferase VI;ST3Gal VI;Sialyltransferase 10;",607156;,,,,,R-HSA-1912420;R-HSA-2022854;R-HSA-4085001;R-HSA-9037629;,GT29;,10402;
383,Q92186,Homo sapiens,9606,ST8SIA2,HGNC:10870;,SIAT8B,"Alpha-2,8-sialyltransferase 8B",,Sialyltransferase 8B;Sialyltransferase St8Sia II;Sialyltransferase X;,602546;,,,,2.4.99.8;,R-HSA-4085001;R-HSA-419037;R-HSA-975577;,GT29;,8128;
384,Q92187,Homo sapiens,9606,ST8SIA4,HGNC:10871;,PST,"CMP-N-acetylneuraminate-poly-alpha-2,8-sialyltransferase",,"Alpha-2,8-sialyltransferase 8D;Polysialyltransferase-1;Sialyltransferase 8D;Sialyltransferase St8Sia IV;",602547;,,,,2.4.99.8;,R-HSA-4085001;R-HSA-419037;,GT29;,7903;
385,Q9P2W7,Homo sapiens,9606,B3GAT1,HGNC:921;,GLCATP,Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 1,,"Beta-1,3-glucuronyltransferase 1;Glucuronosyltransferase P;UDP-GlcUA:glycoprotein beta-1,3-glucuronyltransferase;",151290;,3-O-(beta-D-galactosyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-xylosyl)-L-seryl-[protein] + UDP-alpha-D-glucuronate = 3-O-(beta-D-GlcA-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-Xyl)-L-seryl-[protein] + H(+) + UDP;,RHEA:24168;RHEA-COMP:12571;RHEA-COMP:12573;,2.4.1.135;,2.4.1.135;,R-HSA-1971475;,GT43;,27087;
386,Q9NPZ5,Homo sapiens,9606,B3GAT2,HGNC:922;,GLCATS,Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 2,,"Beta-1,3-glucuronyltransferase 2;GlcAT-D;UDP-glucuronosyltransferase S;",607497;,3-O-(beta-D-galactosyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-xylosyl)-L-seryl-[protein] + UDP-alpha-D-glucuronate = 3-O-(beta-D-GlcA-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-Xyl)-L-seryl-[protein] + H(+) + UDP;,RHEA:24168;RHEA-COMP:12571;RHEA-COMP:12573;,2.4.1.135;,,R-HSA-1971475;,GT43;,135152;
387,Q8NDV1,Homo sapiens,9606,ST6GALNAC3,HGNC:19343;,SIAT7C,"Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3",,"GalNAc alpha-2,6-sialyltransferase III;ST6GalNAc III;STY;Sialyltransferase 7C;",610133;,an alpha-Neu5Ac-(2->3)-beta-D-Gal-(1->3)-D-GlcNAc derivative + CMP-N-acetyl-beta-neuraminate = an alpha-Neu5Ac-(2->3)-beta-D-Gal-(1->3)-[alpha-Neu5Ac-(2->6)]-D-GlcNAc-R + CMP + H(+);CMP-N-acetyl-beta-neuraminate + ganglioside GM1b (d18:1(4E)) = a ganglioside GD1alpha (d18:1(4E)) + CMP + H(+);CMP-N-acetyl-beta-neuraminate + globoside MSGG = CMP + globoside DSGG + H(+);3-O-[alpha-Neu5Ac-(2->3)-beta-D-Gal-(1->3)-alpha-D-GalNAc]-L-Ser-[protein] + CMP-N-acetyl-beta-neuraminate = 3-O-{alpha-Neu5Ac-(2->3)-beta-D-Gal-(1->3)-[alpha-Neu5Ac-(2->6)]-alpha-D-GalNAc}-L-Ser-[protein] + CMP + H(+);3-O-[alpha-Neu5Ac-(2->3)-beta-D-Gal-(1->3)-alpha-D-GalNAc]-L-Thr-[protein] + CMP-N-acetyl-beta-neuraminate = 3-O-{alpha-Neu5Ac-(2->3)-beta-D-Gal-(1->3)-[alpha-Neu5Ac-(2->6)]-alpha-D-GalNAc}-L-Thr-[protein] + CMP + H(+);,RHEA:53896;RHEA:41968;RHEA:56088;RHEA:65280;RHEA-COMP:16760;RHEA-COMP:16761;RHEA:65284;RHEA-COMP:16762;RHEA-COMP:16763;,2.4.3.7;,2.4.99.7;,R-HSA-4085001;R-HSA-9683673;R-HSA-9694548;R-HSA-9694719;R-HSA-977068;,GT29;,256435;
388,Q9H4F1,Homo sapiens,9606,ST6GALNAC4,HGNC:17846;,SIAT3C,"Alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3-N-acetyl-galactosaminide alpha-2,6-sialyltransferase",,"NeuAc-alpha-2,3-Gal-beta-1,3-GalNAc-alpha-2,6-sialyltransferase;ST6GalNAc IV;Sialyltransferase 3C;Sialyltransferase 7D;",606378;,an alpha-Neu5Ac-(2->3)-beta-D-Gal-(1->3)-D-GlcNAc derivative + CMP-N-acetyl-beta-neuraminate = an alpha-Neu5Ac-(2->3)-beta-D-Gal-(1->3)-[alpha-Neu5Ac-(2->6)]-D-GlcNAc-R + CMP + H(+);CMP-N-acetyl-beta-neuraminate + N-acetyl-alpha-neuraminosyl-(2->3)-beta-D-galactosyl-(1->3)-N-acetyl-D-galactosamine = CMP + H(+) + N-acetyl-alpha-neuraminosyl-(2->3)-beta-D-galactosyl-(1->3)-[N-acetyl-alpha-neuraminosyl-(2->6)]-N-acetyl-D-galactosamine;CMP-N-acetyl-beta-neuraminate + ganglioside GM1b (d18:1(4E)) = a ganglioside GD1alpha (d18:1(4E)) + CMP + H(+);3-O-[alpha-Neu5Ac-(2->3)-beta-D-Gal-(1->3)-alpha-D-GalNAc]-L-Ser-[protein] + CMP-N-acetyl-beta-neuraminate = 3-O-{alpha-Neu5Ac-(2->3)-beta-D-Gal-(1->3)-[alpha-Neu5Ac-(2->6)]-alpha-D-GalNAc}-L-Ser-[protein] + CMP + H(+);3-O-[alpha-Neu5Ac-(2->3)-beta-D-Gal-(1->3)-alpha-D-GalNAc]-L-Thr-[protein] + CMP-N-acetyl-beta-neuraminate = 3-O-{alpha-Neu5Ac-(2->3)-beta-D-Gal-(1->3)-[alpha-Neu5Ac-(2->6)]-alpha-D-GalNAc}-L-Thr-[protein] + CMP + H(+);,RHEA:53896;RHEA:65288;RHEA:41968;RHEA:65280;RHEA-COMP:16760;RHEA-COMP:16761;RHEA:65284;RHEA-COMP:16762;RHEA-COMP:16763;,2.4.3.7;,2.4.99.7;,R-HSA-4085001;R-HSA-9683673;R-HSA-9694548;R-HSA-9694719;R-HSA-977068;,GT29;,27090;
389,O43173,Homo sapiens,9606,ST8SIA3,HGNC:14269;,SIAT8C,"Sia-alpha-2,3-Gal-beta-1,4-GlcNAc-R:alpha 2,8-sialyltransferase",,"Alpha-2,8-sialyltransferase 8C;Alpha-2,8-sialyltransferase III;ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3;Sialyltransferase 8C;Sialyltransferase St8Sia III;",609478;,,,,2.4.99.8;,R-HSA-4085001;R-HSA-975577;,GT29;,51046;
390,Q16842,Homo sapiens,9606,ST3GAL2,HGNC:10863;,SIAT4B,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 2","Alpha 2,3-ST 2;Beta-galactoside alpha-2,3-sialyltransferase 2;","Gal-NAc6S;Gal-beta-1,3-GalNAc-alpha-2,3-sialyltransferase;Monosialoganglioside sialyltransferase;ST3Gal II;ST3GalA.2;Sialyltransferase 4B;",607188;,a beta-D-galactosyl-(1->3)-N-acetyl-alpha-D-galactosaminyl derivative + CMP-N-acetyl-beta-neuraminate = an N-acetyl-alpha-neuraminyl-(2->3)-beta-D-galactosyl-(1->3)-N-acetyl-alpha-D-galactosaminyl derivative + CMP + H(+);CMP-N-acetyl-beta-neuraminate + ganglioside GM1 = CMP + ganglioside GD1a + H(+);CMP-N-acetyl-beta-neuraminate + ganglioside GM1 (d18:1(4E)) = CMP + ganglioside GD1a (d18:1(4E)) + H(+);CMP-N-acetyl-beta-neuraminate + ganglioside GM1 (d18:1(4E)/18:0) = CMP + ganglioside GD1a (18:1(4E)/18:0) + H(+);CMP-N-acetyl-beta-neuraminate + ganglioside GA1 = CMP + ganglioside GM1b + H(+);CMP-N-acetyl-beta-neuraminate + ganglioside GA1 (d18:1(4E)) = CMP + ganglioside GM1b (d18:1(4E)) + H(+);CMP-N-acetyl-beta-neuraminate + ganglioside GD1b = CMP + ganglioside GT1b + H(+);CMP-N-acetyl-beta-neuraminate + ganglioside GD1b (d18:1(4E)) = CMP + ganglioside GT1b (d18:1(4E)) + H(+);CMP-N-acetyl-beta-neuraminate + globoside GalGb4Cer = CMP + globoside MSGG + H(+);,RHEA:21616;RHEA:48260;RHEA:18021;RHEA:48248;RHEA:48244;RHEA:47560;RHEA:48240;RHEA:47572;RHEA:65372;,2.4.3.4;2.4.3.2;,2.4.99.2;,R-HSA-2022854;R-HSA-4085001;R-HSA-9683673;R-HSA-9694548;R-HSA-9694719;R-HSA-977068;,GT29;,6483;
391,Q9UNP4,Homo sapiens,9606,ST3GAL5,HGNC:10872;,SIAT9,"Lactosylceramide alpha-2,3-sialyltransferase",,"CMP-NeuAc:lactosylceramide alpha-2,3-sialyltransferase;GM3 synthase;Ganglioside GM3 synthase;ST3Gal V;Sialyltransferase 9;",604402;609056;,a beta-D-Gal-(1->4)-beta-D-Glc-(1<->1)-Cer(d18:1(4E)) + CMP-N-acetyl-beta-neuraminate = CMP + ganglioside GM3 (d18:1(4E)) + H(+);CMP-N-acetyl-beta-neuraminate + ganglioside GA2 (d18:1(4E)/18:0) = CMP + ganglioside GM2 (d18:1(4E)/18:0) + H(+);beta-D-Gal-(1<->1')-Cer + CMP-N-acetyl-beta-neuraminate = CMP + H(+) + N-acetyl-alpha-neuraminosyl-(2->3)-beta-D-galactosyl-(1<->1')-ceramide;a beta-D-galactosyl-(1<->1')-N-acylsphing-4-enine + CMP-N-acetyl-beta-neuraminate = CMP + ganglioside GM4 (d18:1(4E)) + H(+);CMP-N-acetyl-beta-neuraminate + ganglioside GA1 (d18:1(4E)/18:0) = CMP + ganglioside GM1 (d18:1(4E)/18:0) + H(+);,RHEA:18417;RHEA:41776;RHEA:41780;RHEA:47600;RHEA:41784;,2.4.3.9;,2.4.99.9;,R-HSA-4085001;,GT29;,8869;
392,Q9BVH7,Homo sapiens,9606,ST6GALNAC5,HGNC:19342;,SIAT7E,"Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5",,"GD1 alpha synthase;GalNAc alpha-2,6-sialyltransferase V;ST6GalNAc V;Sialyltransferase 7E;",610134;,CMP-N-acetyl-beta-neuraminate + ganglioside GM1b (d18:1(4E)) = a ganglioside GD1alpha (d18:1(4E)) + CMP + H(+);CMP-N-acetyl-beta-neuraminate + N-acetyl-alpha-neuraminosyl-(2->3)-beta-D-galactosyl-(1->3)-N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1')-N-acyl-sphing-4-enine = CMP + H(+) + N-acetyl-alpha-neuraminosyl-(2->3)-beta-D-galactosyl-(1->3)-[N-acetyl-alpha-neuraminosyl-(2->6)]-N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1')-N-acyl-sphing-4-enine;,RHEA:41968;RHEA:47884;,,2.4.99.7;,R-HSA-4085001;,GT29;,81849;
393,Q969X2,Homo sapiens,9606,ST6GALNAC6,HGNC:23364;,SIAT7F,"Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 6",,"GalNAc alpha-2,6-sialyltransferase VI;ST6GalNAc VI;Sialyltransferase 7F;",610135;,CMP-N-acetyl-beta-neuraminate + ganglioside GM1b (d18:1(4E)) = a ganglioside GD1alpha (d18:1(4E)) + CMP + H(+);CMP-N-acetyl-beta-neuraminate + N-acetyl-alpha-neuraminosyl-(2->3)-beta-D-galactosyl-(1->3)-N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1')-N-acyl-sphing-4-enine = CMP + H(+) + N-acetyl-alpha-neuraminosyl-(2->3)-beta-D-galactosyl-(1->3)-[N-acetyl-alpha-neuraminosyl-(2->6)]-N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1')-N-acyl-sphing-4-enine;CMP-N-acetyl-beta-neuraminate + globoside MSGG = CMP + globoside DSGG + H(+);CMP-N-acetyl-beta-neuraminate + ganglioside GD1a (d18:1(4E)) = CMP + ganglioside GT1aalpha (d18:1(4E)) + H(+);CMP-N-acetyl-beta-neuraminate + ganglioside GT1b (d18:1(4E)) = CMP + ganglioside GQ1b alpha (d18:1(4E)) + H(+);3-O-[alpha-Neu5Ac-(2->3)-beta-D-Gal-(1->3)-alpha-D-GalNAc]-L-Ser-[protein] + CMP-N-acetyl-beta-neuraminate = 3-O-{alpha-Neu5Ac-(2->3)-beta-D-Gal-(1->3)-[alpha-Neu5Ac-(2->6)]-alpha-D-GalNAc}-L-Ser-[protein] + CMP + H(+);3-O-[alpha-Neu5Ac-(2->3)-beta-D-Gal-(1->3)-alpha-D-GalNAc]-L-Thr-[protein] + CMP-N-acetyl-beta-neuraminate = 3-O-{alpha-Neu5Ac-(2->3)-beta-D-Gal-(1->3)-[alpha-Neu5Ac-(2->6)]-alpha-D-GalNAc}-L-Thr-[protein] + CMP + H(+);,RHEA:41968;RHEA:47884;RHEA:56088;RHEA:41972;RHEA:41976;RHEA:65280;RHEA-COMP:16760;RHEA-COMP:16761;RHEA:65284;RHEA-COMP:16762;RHEA-COMP:16763;,,2.4.99.7;,R-HSA-4085001;R-HSA-9037629;,GT29;,30815;
394,Q92185,Homo sapiens,9606,ST8SIA1,HGNC:10869;,SIAT8,"Alpha-N-acetylneuraminide alpha-2,8-sialyltransferase",,"Alpha-2,8-sialyltransferase 8A;Ganglioside GD3 synthase;Ganglioside GT3 synthase;Sialyltransferase 8A;Sialyltransferase St8Sia I;",601123;,an N-acetyl-alpha-neuraminyl-(2->3)-beta-D-galactosyl derivative + CMP-N-acetyl-beta-neuraminate = an N-acetyl-alpha-neuraminyl-(2->8)-N-acetyl-alpha-neuraminyl-(2->3)-beta-D-galactosyl derivative + CMP + H(+);CMP-N-acetyl-beta-neuraminate + ganglioside GM3 (d18:1(4E)) = CMP + ganglioside GD3 (d18:1(4E)) + H(+);CMP-N-acetyl-beta-neuraminate + ganglioside GD3 (d18:1(4E)) = CMP + ganglioside GT3 (d18:1(4E)) + H(+);CMP-N-acetyl-beta-neuraminate + ganglioside GD1a (d18:1(4E)) = CMP + ganglioside GT1a (d18:1(4E)) + H(+);CMP-N-acetyl-beta-neuraminate + ganglioside GT1b (d18:1(4E)) = CMP + ganglioside GQ1b (d18:1(4E)) + H(+);CMP-N-acetyl-beta-neuraminate + ganglioside GM1b (d18:1(4E)) = CMP + ganglioside GD1c (d18:1(4E)) + H(+);,RHEA:19313;RHEA:41760;RHEA:41764;RHEA:41768;RHEA:41772;RHEA:47576;,2.4.3.8;,2.4.99.8;,R-HSA-4085001;,GT29;,6489;
395,O15466,Homo sapiens,9606,ST8SIA5,HGNC:17827;,SIAT8E,"Alpha-2,8-sialyltransferase 8E",,Sialyltransferase 8E;Sialyltransferase St8Sia V;,607162;,CMP-N-acetyl-beta-neuraminate + ganglioside GT1b (d18:1(4E)) = CMP + ganglioside GQ1b (d18:1(4E)) + H(+);CMP-N-acetyl-beta-neuraminate + ganglioside GD3 (d18:1(4E)) = CMP + ganglioside GT3 (d18:1(4E)) + H(+);CMP-N-acetyl-beta-neuraminate + ganglioside GD1a (d18:1(4E)) = CMP + ganglioside GT1a (d18:1(4E)) + H(+);CMP-N-acetyl-beta-neuraminate + ganglioside GM1b (d18:1(4E)) = CMP + ganglioside GD1c (d18:1(4E)) + H(+);CMP-N-acetyl-beta-neuraminate + ganglioside GQ1c (d18:1(4E)) = CMP + ganglioside GP1c (d18:1(4E)) + H(+);,RHEA:41772;RHEA:41764;RHEA:41768;RHEA:47576;RHEA:47592;,,2.4.99.8;,R-HSA-4085001;,GT29;,29906;
396,P16442,Homo sapiens,9606,ABO,HGNC:79;,,Histo-blood group ABO system transferase,,Fucosylglycoprotein 3-alpha-galactosyltransferase;Fucosylglycoprotein alpha-N-acetylgalactosaminyltransferase;Glycoprotein-fucosylgalactoside alpha-N-acetylgalactosaminyltransferase;Glycoprotein-fucosylgalactoside alpha-galactosyltransferase;Histo-blood group A transferase;Histo-blood group B transferase;NAGAT;,110300;616093;,an alpha-L-fucosyl-(1->2)-beta-D-galactosyl derivative + UDP-N-acetyl-alpha-D-galactosamine = an N-acetyl-alpha-D-galactosaminyl-(1->3)-[alpha-L-fucosyl-(1->2)]-beta-D-galactosyl derivative + H(+) + UDP;an alpha-L-fucosyl-(1->2)-beta-D-galactosyl derivative + UDP-alpha-D-galactose = an alpha-D-galactosyl-(1->3)-[alpha-L-fucosyl-(1->2)]-beta-D-galactosyl derivative + H(+) + UDP;,RHEA:19021;RHEA:14349;,2.4.1.40;2.4.1.37;,2.4.1.37;2.4.1.40;2.4.1.88;,R-HSA-9033807;,GT6;,28;
