GeneSymbol,CAZy,ECNo,EnzClass,Uniprot,DNARef,KEGG,KEGGPath,ProteinRef,GeneID,GlyClass,ProteinName,Organism,Constraints,Status,Reactant,co_R,Product,co_P,Comments,OMIMNo,Compartment,AddMono,Remove,ReplaceMono,Substrate,Product_1,Vm,Km,KineticsUnits,ER,Cis,Medial,Trans,TGN,Tissues,Organs,Donor,ReactomeID,isOriginal,isDrawGlycan
ST3GAL5,GT29,2.4.99.9,Glycosyltransferase,Q9UNP4,NM_001042437.1,K03370,ko00604/ko01100,NP_001035902.1,8869,GSL,"Lactosylceramide alpha-2,3-sialyltransferase",Homo sapiens,,done,Gal(b1-4)Glc(b1-?)-Cer,CMP-Neu5Ac,Neu5Ac(a2-3)Gal(b1-4)Glc(b1-?)-Cer,CMP,"* ST3Gal5 (GM3 synthase) acts to create GM3 (starting point for ganglioside synthesis) and also GM4 (on GalCer). In its absence, extended gangliosides are not formed. It may also act on GA1.
* In human tissues, expressed at high levels in brain, thymus, lung, spleen, testis, skeletal muscle, thyroid, ovary, and cervix.
* ST3Gal5 competes with several enzymes to regulate the pattern of glycolipid biosynthesis. ST3Gal5 (ganglio-series) competes with β1,3-N-acetylglucosaminyltransferase (B3GNT5, lacto, neolacto), α1,3GalT (A3GALT2, isoglobo), α1,4GalT (A4GALT, golobo) and β-1,4-GalNT (B4GALNT1, ganglio) to spatially and developmentally regulated glycosphingolipids.
* GM3 contributes to insulin resistance and metabolic syndrome including type 2 diabetes.",604402,,NeuAc(a2-3),,,Gal(b1-?)Cer or Gal(b1-4)Glc(b1-?)Cer,NeuAc(a2-3)Gal(b1-?)Cer or NeuAc(a2-3)Gal(b1-4)Glc(b1-?)Cer,0.0000726,260000000,pM,1,1,1,1,1,,Musculoskeletal/Spleen/Ovaries/Brain/Lungs,CMP,R-HSA-4085001,1,1
ST3GAL6,GT29,2.4.99.6,Glycosyltransferase,Q9Y274,NM_001271145.1,K03792,ko00601/ko01100,NP_001258074.1,10402,N_linked/O_linked/O_glycanNMu/GSL,"Type 2 lactosamine alpha-2,3-sialyltransferase",Homo sapiens,,done,Gal(b1-4)GlcNAc(b1-?),CMP-Neu5Ac,Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-?),CMP,"* ST3Gal6 has high specificity for neolactotetraosylceramide (paragloboside, nLc4) and neolactohexaosylceramide (nLc6) as glycosphingolipid substrates.
* It shows preference for Gal1β,4GlcNAc and less for Galβ1,3GlcNAc.
* ST3Gal6 might have distinct role especially in the regulation of the synthesis of sialyl type II lactosamine on glycolipids. 
* Preference on glycoproteins is under study. Enzyme can contribute to sLe<sup>X</sup> biosynthesis in mice.",607156,,NeuAc(a2-3),,,Gal(b1-4)GlcNAc(b1-?),NeuAc(a2-3)Gal(b1-4)GlcNAc(b1-?),0.0000726,260000000,pM,1,1,1,1,1,,Liver/Heart,CMP,R-HSA-1912420,1,1
ST6GAL1,GT29,2.4.99.1,Glycosyltransferase,P15907,NM_003032.2,K00778,ko00510/ko00514/ko01100,NP_003023.1,6480,N_linked/O_linked/O_glycanNMu,"Beta-galactoside alpha-2,6-sialyltransferase 1",Homo sapiens,,done,Gal(b1-4)GlcNAc(b1-?),CMP-Neu5Ac,Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-?),CMP,"* Involved in the formation of NeuAc(α2,6)Gal linkages on TypeII lactosamine chains of N-linked glycans.
* Ubiquitous enzyme with high expression in liver, lactating mammary gland, hematopoietic activated B-cells, and subset of T cells
* ST6Gal I prefers a galactose residue at the α1,3-Man arm of N-linked glycans for addition of the first sialic acid residue. * SNA and TJA-I bind (α2,6)Sia.
* Mice lacking ST6Gal-I display impaired B cell activation and humoral immunity. This may be due to the impairment of Siglec binding, particularly CD22. * Avian influenza virus HA preferentially recognizes α2,3-sialylated glycans, while human influenza virus HA prefers α2,6-sialylated glycans.",109675,,NeuAc(a2-6),,,Gal(b1-4)GlcNAc(b1-?),NeuAc(a2-6)Gal(b1-4)GlcNAc(b1-?),0.0000726,260000000,pM,1,1,1,1,1,,,CMP,R-HSA-4085001,1,1
ST6GAL2,GT29,2.4.99.1,Glycosyltransferase,Q96JF0,NM_001142351.1,K00779,ko00510/ko00514/ko01100,NP_001135823.1,84620,N_linked/O_linked/O_glycanNMu,"Beta-galactoside alpha-2,6-sialyltransferase 2",Homo sapiens,,done,GalNAc(b1-4)GlcNAc(b1-?);Gal(b1-4)GlcNAc(b1-?),CMP-Neu5Ac;CMP-Neu5Ac,Neu5Ac(a2-6)GalNAc(b1-4)GlcNAc(b1-?);Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-?),CMP;CMP,"* ST6Gal-II utilizes the LacdiNAc structure [GalNAc(β1-4)GlcNAc] as a preferred acceptor substrate over the Gal(β1-4)GlcNAc structure.
* ST6Gal-II gene is expressed in tissue- and stage-specific manner.
* It is expressed in brain, lymph node, testis, thyroid gland, and fetal tissues.
* ST6Gal-II prefers oligosaccharides to glycoproteins, whereas ST6Gal-I prefers glycoproteins to oligosaccharides as acceptor substrates. ST6Gal-II does not act on glycolipids.",608472,,NeuAc(a2-6),,,GalNAc(b1-4)GlcNAc(b1-?) or Gal(b1-4)GlcNAc(b1-?),NeuAc(a2-6)GalNAc(b1-4)GlcNAc(b1-?) or NeuAc(a2-6)Gal(b1-4)GlcNAc(b1-?),0.0000726,260000000,pM,1,1,1,1,1,,,CMP,R-HSA-4085001,1,1
ST6GALNAC1,GT29,2.4.99.3,Glycosyltransferase,Q9NSC7,NM_018414.4,K03479,ko00512/ko01100,NP_060884.1,55808,O_linked/O_glycanNMu,"Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 1",Homo sapiens,,done,GalNAc(a1-?)-Ser/Thr;Gal(b1-3)GalNAc(a1-?)-Ser/Thr;Neu5Ac(a2-3)Gal(b1-3)GalNAc(a1-?)-Ser/Thr,CMP-Neu5Ac;CMP-Neu5Ac;CMP-Neu5Ac,Neu5Ac(a2-6)GalNAc(a1-?)-Ser/Thr;Gal(b1-3)[Neu5Ac(a2-6)]GalNAc(a1-?)-Ser/Thr;Neu5Ac(a2-3)Gal(b1-3)[Neu5Ac(a2-6)]GalNAc(a1-?)-Ser/Thr,CMP;CMP;CMP,"* Important enzyme forming the sialyl-Tn antigen (NeuAc(α2-6)GalNAc-O-Ser/Thr) on cancer glycoproteins.
* Both ST6GalNAc-I and -II use GalNAc-O-Ser/Thr, Galβl-3GalNAc-O-Ser/Thr, and NeuAcα2-3Galβl-3GalNAc-O-Ser/Thr. However, ST6GalNac-I shows preference to make sialyl-Tn antigen, while ST6GalNAc-II prefers sialyl T-antigen.
* Only ST6GalNAc-I and -II may form sialyl-Tn antigen since ST6GalNAc-III-V only utilize Neu5Acα2-3Galβl-3GalNAc substrates.
* ST6GalNAc-I gene was limited in the submaxillary gland, mammary gland, colon, and spleen.
* ST6GalNAc-I and ST6GalNAc-II and ST3Gal-I and ST3Gal-II contain conserved Kurosawa motif (Cys-Xaa70-85-Cys-Xaα2-Cys-Ala-Val-Val-Gly-Asn-Xaa120-170-Cys; Xaa denotes any amino acid residue) and thus act on Galβ1-3GalNAc acceptor substrates.",610138,,NeuAc(a2-6),,,...GalNAc(a1-?)Ser|Thr,...[NeuAc(a2-6)]GalNAc(a1-?)Ser|Thr,0,0,pM,1,1,1,1,1,,,CMP,R-HSA-4085001,1,1
ST6GALNAC2,GT29,2.4.99.3,Glycosyltransferase,Q9UJ37,NM_006456.2,K06616,No Record,NP_006447.2,10610,O_linked,"Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2",Homo sapiens,,done,Gal(b1-3)GalNAc(a1-?)-Ser/Thr;Neu5Ac(a2-3)Gal(b1-3)GalNAc(a1-?)-Ser/Thr,CMP-Neu5Ac;CMP-Neu5Ac,Gal(b1-3)[Neu5Ac(a2-6)]GalNAc(a1-?)-Ser/Thr;Neu5Ac(a2-3)Gal(b1-3)[Neu5Ac(a2-6)]GalNAc(a1-?)-Ser/Thr,CMP;CMP,"* ST6GalNAc-II exhibits a narrow substrate specificity for Galβl-3GalNAcal-O-Ser/Thr and Neu5Ac(α2-3)Galβl-3GalNAcαl-O-Ser/Thr substrates, though it may also contribute to the creation of the sialyl-Tn antigen.
* Oligosaccharides and glycosphingolipids did not serve as acceptors for ST6GalNAc-II.
* ST6GalNAc-II is typically expressed at higher levels compared to ST6GalNAc-I. It is highest in lactating mammary gland and adult testis, medium levels in kidney, and only low signals in other tissues.",610137,,NeuAc(a2-6),,,Gal(b1-3)GalNAc(a1-?)Ser|Thr,Gal(b1-3)[NeuAc(a2-6)]GalNAc(a1-?)Ser|Thr,0,0,pM,1,1,1,1,1,,,CMP,R-HSA-4085001,1,1
ST6GALNAC3,GT29,2.4.99.7,Glycosyltransferase,Q8NDV1,NM_001160011.1,K03373,ko00604/ko01100,NP_001153483.1,256435,O_linked/GSL,"Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3",Homo sapiens,,done,Neu5Ac(a2-3)Gal(b1-3)GalNAc(a1-?);Neu5Ac(a2-3)Gal(b1-3)GalNAc(a1-?)Gal(b1-4)Glc(b1-?)-Cer,CMP-Neu5Ac;CMP-Neu5Ac,Neu5Ac(a2-3)Gal(b1-3)[Neu5Ac(a2-6)]GalNAc(a1-?);Neu5Ac(a2-3)Gal(b1-3)[Neu5Ac(a2-6)]GalNAc(a1-?)Gal(b1-4)Glc(b1-?)-Cer,CMP;CMP,"* Acts on some glycolipids and also O-glycans. 
* ST6GalNAc-III, -V, and -VI can synthesize GD1-alpha from GM1b in gangliosides, with activity of ST6GalNAc-IV toward this substrate being poorer. 
* ST6GalNAc-III exhibits relatively poor activity for GD1a [NeuAc(α2-3)Gal(β1-3)GalNAc(β1-4)[NeuAc(α2-3)]Gal(β1-4)Glc(β1-?)Cer] and GT1b [NeuAc(α2-3)Gal(β1-3)GalNAc(β1-4)[NeuAc(α2-8)NeuAc(α2-3)]Gal(β1-4)Glc(β1-?)Cer] substrates. ST6GalNAc-VI however prefers GD1a and GT1b.",610133,,NeuAc(a2-6),,,NeuAc(a2-3)Gal(b1-3)GalNAc(b1-4)Gal(b1-4)Glc(b1-?)Cer or NeuAc(a2-3)Gal(b1-3)GalNAc(a1-?),NeuAc(a2-3)Gal(b1-3)[NeuAc(a2-6)]GalNAc(b1-4)Gal(b1-4)Glc(b1-?)Cer or NeuAc(a2-3)Gal(b1-3)[NeuAc(a2-6)]GalNAc(a1-?)Ser|Thr,0,0,pM,1,1,1,1,1,,,CMP,R-HSA-4085001,1,1
ST6GALNAC4,GT29,2.4.99.7,Glycosyltransferase,Q9H4F1,NM_175039.3,K03374,ko00604/ko01100,NP_778204.1,27090,O_linked/GSL,"Alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3-N-acetyl-galactosaminide alpha-2,6-sialyltransferase",Homo sapiens,,done,Neu5Ac(a2-3)Gal(b1-3)GalNAc(a1-?)-Ser/Thr;Neu5Ac(a2-3)Gal(b1-3)GalNAc(a1-?),CMP-Neu5Ac;CMP-Neu5Ac,Neu5Ac(a2-3)Gal(b1-3)[Neu5Ac(a2-6)]GalNAc(a1-?)-Ser/Thr;Neu5Ac(a2-3)Gal(b1-3)[Neu5Ac(a2-6)]GalNAc(a1-?),CMP;CMP,"* Substrate specificity of ST6GalNAc-III and ST6GalNAc-IV are similar in vitro.
* However, ST6GalNAc-IV prefers O-linked glycans of glycoproteins to glycolipid substrates (unlike ST6GalNAc-III). 
* ST6GalNAc-IV may be the main candidate synthesizing NeuAcα2-3Galβ1-3(NeuAcα2-6)GalNAc. Its activity toward nonsialylated Galβ1-3GalNAc was low.
* Neither ST6GalNAc-III nor IV act on glycolipid substrates with internal α2-3-linked sialic acid on galactose (GD1a, GT1b), suggesting an inhibitory effect of such modifications.
* ST6GalNAc4 is ubiquitously expressed with high levels in the colon and brain, moderately expressed in the lung, heart, thymus, kidney and spleen.",606378,,NeuAc(a2-6),,,NeuAc(a2-3)Gal(b1-3)GalNAc(b1-?)Ser|Thr or NeuAc(a2-3)Gal(b1-3)GalNAc(b1-?),NeuAc(a2-3)Gal(b1-3)[NeuAc(a2-6)]GalNAc(b1-?)Ser|Thr or NeuAc(a2-3)Gal(b1-3)[NeuAc(a2-6)]GalNAc(b1-?),0,0,pM,1,1,1,1,1,,,CMP,R-HSA-4085001,1,1
ST6GALNAC5,GT29,2.4.99.7,Glycosyltransferase,Q9BVH7,NM_030965.2,K03375,ko00604/ko01100,NP_112227.1,81849,GSL,"Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5",Homo sapiens,,done,Neu5Ac(a2-3)Gal(b1-3)GalNAc(b1-4)Gal(b1-4)Glc(b1-?)-Cer,CMP-Neu5Ac,Neu5Ac(a2-3)Gal(b1-3)[Neu5Ac(a2-6)]GalNAc(b1-4)Gal(b1-4)Glc(b1-?)-Cer,CMP,"* ST6GALNAC-V/5 is responsible for the synthesis of GD1alpha from GM1b.
* Restricted expression in brain, and it is tightly regulated.",610134,,NeuAc(a2-6),,,NeuAc(a2-3)Gal(b1-3)GalNAc(b1-4)Gal(b1-4)Glc(b1-?)Cer,NeuAc(a2-3)Gal(b1-3)[NeuAc(a2-6)]GalNAc(b1-4)Gal(b1-4)Glc(b1-?)Cer,0,0,pM,1,1,1,1,1,,,CMP,R-HSA-4085001,1,1
ST6GALNAC6,GT29,2.4.99.7,Glycosyltransferase,Q969X2,NM_001286999.1,K03376,ko00604/ko01100,NP_001273928.1,30815,GSL,"Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 6",Homo sapiens,nNeuAc(a2-?)>=1&nNeuAc(a2-?)<=3,done,Neu5Ac(a2-3)Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a1-3)]Gal(b1-4)Glc(b1-?)-Cer;Neu5Ac(a2-3)Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-8)Neu5Ac(a1-3)]Gal(b1-4)Glc(b1-?)-Cer,CMP-Neu5Ac,Neu5Ac(a2-3)Gal(b1-3)[Neu5Ac(a2-6)]GalNAc(b1-4)[Neu5Ac(a1-3)]Gal(b1-4)Glc(b1-?)-Cer;Neu5Ac(a2-3)Gal(b1-3)[Neu5Ac(a2-6)]GalNAc(b1-4)[Neu5Ac(a2-8)Neu5Ac(a1-3)]Gal(b1-4)Glc(b1-?)-Cer,CMP,"* ST6GALNAC6 synthesizes GD1a, GT1aa, and GQ1ba from GM1b, GD1a, and GT1b, respectively. Thus, this enzyme creates disialyl-Lewis a structure using sialyl-Lc4. It acts on lacto-series and globo-series substrates.
* Ubiquitously expressed in many organs, and associated with cancer. Upregulation of ST6GALNAC6 was reported in all livers of tumor-bearing mice of Engelbreth-Holm Swarm sarcoma.",610135,,NeuAc(a2-6),,,NeuAc(a2-3)Gal(b1-3)GalNAc(b1-?),NeuAc(a2-3)Gal(b1-3)[NeuAc(a2-6)]GalNAc(b1-?),0,0,pM,1,1,1,1,1,,,CMP,R-HSA-4085001,1,1
ST8SIA1,GT29,2.4.99.8,Glycosyltransferase,Q92185,NM_001304450.1,K03371,ko00601/ko00603/ko00604/ko01100,NP_001291379.1,6489,GSL,"Alpha-N-acetylneuraminide alpha-2,8-sialyltransferase",Homo sapiens,,done,Neu5Ac(a2-3)Gal(b1-4)Glc(b1-?)-Cer,CMP-Neu5Ac,Neu5Ac(a2-8)Neu5Ac(a2-3)Gal(b1-4)Glc(b1-?)-Cer,CMP,"* Key enzyme for the biosynthesis of b-series gangliosides on glycolipids, thus called GD3 synthase.
ST8Sia-I uses GM3 (Neu5Acα2-3Galβ1-4Glcβ1-O-Cer) to form GD3 (Neu5Acα2-8Neu5Acα2-3Galβ1-4Glcβ1-O-Cer) (b-series). This can then form GT3 (c-series gangliosides).
ST8Sia I and b- and c-series gangliosides are implicated in oncogenesis by mediating cell proliferation, migration, tumor growth, and angiogenesis.
GD3 is weakly expressed in most normal cells but upregulated in cancer.
* Expressed in various organs, particularly the brain, and overexpressed in neuroectoderm-derived malignant cells such as melanoma, glioblastoma, neuroblastoma, and estrogen receptor-negative breast cancer. 
* ST8SIA1 knockout mice completely lack b- and c-series gangliosides. However, they show almost complete nervous tissue morphology and no apparent abnormal behavior. But they show reduced regeneration of nerve, suggesting a role for the enzyme in repair rather than normal differentiation.
* ST8SIA1 displayed higher expression among ER-negative breast cancer tumors and this is associated with poor pathohistological grading.",601123,,NeuAc(a2-8),,,NeuAc(a2-3)Gal(b1-?) or NeuAc(a2-8)NeuAc(a2-3)Gal(b1-?),NeuAc(a2-8)NeuAc(a2-3)Gal(b1-?) or NeuAc(a2-8)NeuAc(a2-8)NeuAc(a2-3)Gal(b1-?),0,0,pM,1,1,1,1,1,,,CMP,R-HSA-4085001,1,1
ST8SIA2,GT29,2.4.99.8,Glycosyltransferase,Q92186,NM_006011.3,K06612,No Record,NP_006002.1,8128,N_linked/O_linked,"Alpha-2,8-sialyltransferase 8B",Homo sapiens,,,Neu5Ac(a2-?),CMP-Neu5Ac,Neu5Ac(a2-8)Neu5Ac(a2-?),CMP,"* ST8SIA2 is characterized by the ability to synthesize polysialic acid (polySia) structures and can therefore be sub-classified as a polysialyltransferase. Sia polymers can have upto 400 Sia units.
* ST8SIA2 transfers Sia residue from CMP-Sia to Siaα2,3Gal- and Siaα2,6Gal/GalNAc on N-linked and/or O-linked glycans.
* Its function is similar to another polySia enzyme ST8Sia-4, though both proteins are expressed in different spatiotemporal patterns.
* Restricted activity has been shown mostly to brain proteins especially NCAM and SynCAM-1 in the IgG domain, though it can also act on other proteins with lower activity. Thus, there is a protein dependence for enzyme activity.
* PolySia imparts an anti-adhesive effect due to the bulky, polyanionic structure.
* It is implicated in psychiatric disorders and cancer.
* Endo-N-acylneuraminidase (Endo-N) specifically cleaves α2,8-linked polySia.
* ST8Sia-2 plus ST8Sia-4 DKO mice show severe phenotypes, such as postnatal growth retardation, precocious death, a high incidence of hydrocephalus, and agenesis or hypoplasia of major brain fiber tracts.
* While poly-Sia is not common to normal tissue, a number of cancers express polySia including neuroblastomas, Wilms tumors, medulloblastomas, pheochromocytomas, medullary thyroid carcinomas, non-small-cell lung carcinomas (NSCL), pituitary adenomas and breast cancer.",602546,,NeuAc(a2-8),,,NeuAc(a2-?),NeuAc(a2-8)NeuAc(a2-?),0,0,pM,1,1,1,1,1,,,CMP,R-HSA-4085001,1,1
ST8SIA3,GT29,2.4.99.8,Glycosyltransferase,O43173,NM_015879.2,K06613,No Record,NP_056963.2,51046,N_linked/O_linked/GSL,"Sia-alpha-2,3-Gal-beta-1,4-GlcNAc-R:alpha 2,8-sialyltransferase",Homo sapiens,,,Neu5Ac(a2-3)Gal(b1-4)Glc(b1-?)-Cer;Neu5Ac(a2-8)Neu5Ac(a2-3)Gal(b1-4)Glc(b1-?)-Cer; Neu5Ac(a2-?),CMP-Neu5Ac;CMP-Neu5Ac;CMP-Neu5Ac,Neu5Ac(a2-8)Neu5Ac(a2-3)Gal(b1-4)Glc(b1-?)-Cer;Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(a2-3)Gal(b1-4)Glc(b1-?)-Cer;Neu5Ac(a2-8)Neu5Ac(a2-?),CMP;CMP;CMP,"* ST8Sia-III transfers sialic acids to Siaα2-3Galβl-4GlcNAc sequences on N-linked oligosaccharides of glycoproteins or α2-3sialylated glycosphingolipids.
* The substrate specificity of ST8Sia-III toward glycolipids is similar to that of ST8Sia-I (GD3 synthase), and both enzymes synthesize GD3 from GM3. 
* However, ST8Sia-III (and perhaps ST8Sia-5), but not ST8Sia-I, is thought to synthesize GT3 from GD3.
* The mouse ST8Sia-III gene (st8sia3) was expressed only in the brain and testis.
* Broad specificity for GSLs and proteins, and can contribute to formation of polysialic acid structures.",609478,,NeuAc(a2-8),,,NeuAc(a2-3),NeuAc(a2-8)NeuAc(a2-3),0,0,pM,1,1,1,1,1,,,CMP,R-HSA-4085001,1,1
ST8SIA4,GT29,2.4.99.8,Glycosyltransferase,Q92187,NM_005668.5,K06614,No Record,NP_005659.1,7903,N_linked/O_linked,"CMP-N-acetylneuraminate-poly-alpha-2,8-sialyltransferase",Homo sapiens,,,Neu5Ac(a2-?),CMP-Neu5Ac,Neu5Ac(a2-8)Neu5Ac(a2-?),CMP,"* Polysialyltransferase ST8SIA4 adds sialic acids by α2,8-linkage on α2,3- or α2,6-linked sialic acid.
* Polysialic acid on NCAM in the brain is synthesized by two polysialyltransferases, ST8SIA2 and ST8SIA4.
* The majority of polysialic acid expressed in adult brain is lost in ST8SIA4-deficient mice, but polysialic acid is remained in premature neurons and migrating neurons expressing ST8SIA2. Lack of polysialic acid in double-knockout mice causes severe abnormalities in brain development such as neural cell death, aberrant neural cell migration, and differentiation.
* Polysialic acid is detected in many cancer cell lines. ST8SIA4 mRNA is detectable in human neuroblastoma, small and non-small cell lung carcinoma, and glioma. Here, polySia is thought to affect adhesive property of tumor cells and promote metastasis and migration of cancer cells in vivo. Thus, polysialic acid regulation may be an important target on tumor cells.
* Restricted to selected proteins (NCAM, SynCAM-1).",602547,,NeuAc(a2-8),,,NeuAc(a2-?),NeuAc(a2-8)NeuAc(a2-?),0,0,pM,1,1,1,1,1,,,CMP,R-HSA-4085001,1,1
ST8SIA5,GT29,2.4.99.8,Glycosyltransferase,O15466,NM_001307986.1,K03369,ko00604/ko01100,NP_001294915.1,29906,GSL,"Alpha-2,8-sialyltransferase 8E",Homo sapiens,,,Neu5Ac(a2-3)Gal(b1-4)GalNAc(b1-4);Neu5Ac(a2-8)Neu5Ac(a2-3)Gal(b1-4)Glc(b1-?)-Cer,CMP-Neu5Ac;CMP-Neu5Ac,Neu5Ac(a2-8)Neu5Ac(a2-3)Gal(b1-4)GalNAc(b1-4);Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(a2-3)Gal(b1-4)Glc(b1-?)-Cer,CMP;CMP,"* ST8Sia-I, ST8Sia-III, and ST8Sia-V show broad activities, but distinct specificity, toward most gangliosides. ST8Sia-V shows preference for GD1a and GT1b (K<sub>M</sub>~70-80 mM), higher for GD3 and highest for GM1b and α2-3sialylparaglobosides. ST8Sia-3 is better for GD3 and α2-3sialylparaglobosides, and ST8Gal-I prefers GM3 (KM=30mM).
* Mainly expressed in the brain and the expression increased with aging.",607162,,NeuAc(a2-8),,,NeuAc(a2-3)Gal(b1-3)GalNAc(b1-4) or NeuAc(a2-8)NeuAc(a2-3)Gal(b1-3)Glc(b1-?)Cer,NeuAc(a2-8)NeuAc(a2-3)Gal(b1-3)GalNAc(b1-4) or NeuAc(a2-8)NeuAc(a2-8)NeuAc(a2-3)Gal(b1-3)Glc(b1-?)Cer,0,0,pM,1,1,1,1,1,,,CMP,R-HSA-4085001,1,1
ST8SIA6,GT29,2.4.99.8,Glycosyltransferase,P61647,NM_001004470.2,K06615,No Record,NP_001004470.1,338596,O_linked,"Alpha-2,8-sialyltransferase 8F",Homo sapiens,,,Gal(b1-?);Neu5Ac(a2-6)GalNAc(a1-?)-Ser/Thr,CMP-Neu5Ac;CMP-Neu5Ac,Neu5Ac(a2-8)Gal(b1-?);Neu5Ac(a2-8)Neu5Ac(a2-6)GalNAc(a1-?)-Ser/Thr,CMP;CMP,"* ST8Sia-VI is involved in the biosynthesis of disialic acid motifs on O-glycans, but not oligo-/poly-Sia.
* The enzyme exhibits low/no activity toward N-glycans and glycolipids; however, it exhibits high activity toward O-glycans of glycoproteins [bovine submaxillary mucin ((GlcNAcβ1-3)NeuAcα2-6GalNAc-O-Ser/Thr) and fetuin (NeuAcα2-3Galβ1-3GalNAc-O-Ser/Thr), and also sialyloligosaccharides:α3/6-sialyllactose and α3/6-sialyl-N-acetyllactosamine.
* Highly expressed in kidney, moderately expressed in the heart and spleen. Several normal and cancer cells express this gene.",610139,,NeuAc(a2-8),,,NeuAc(a2-3)Gal(b1-?) or NeuAc(a2-6)...GalNAc(a1-?)Ser|Thr,NeuAc(a2-8)NeuAc(a2-3)Gal(b1-?) or NeuAc(a2-8)NeuAc(a2-6)...GalNAc(a1-?)Ser|Thr,0,0,pM,1,1,1,1,1,,,CMP,R-HSA-4085001,1,1
STT3A,GT66,2.4.99.18,Glycosyltransferase,P46977,NM_001278503.1,K07151,ko00510/ko00513/ko01100/ko04141,NP_001265432.1,3703,N_linked,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A,Homo sapiens,,done,Asn,Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-6)]Man(a1-6)[Glc(a1-2)Glc(a1-3)Glc(a1-3)Man(a1-2)Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-?)-PP-Dol,Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-6)]Man(a1-6)[Glc(a1-2)Glc(a1-3)Glc(a1-3)Man(a1-2)Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-?)-Asn,Dol-PP,"* A multi-membrane protein ER membrane associated protein complex that mediates the en-bloc transfer of 14 sugar LLO to N-X-S/T motif in nascent polypeptide.
* STT3 is the catalytic core of this complex.
* Stt3 forms a complex with the accessory membrane proteins DDOST/OST48, RPN1/ribophorin I, RPN2/ribophorin II, DAD1, Ost4, TUSC3/N33 and MGAT1/IAP in mammals for maximal ativity.
* There are two STT3 genes: STT3A and STT3B. Human Stt3A and Stt3B have redundant functions in the co-translational N-glycosylation. Stt3B also mediates the post-translational N-glycosylation after some time, rather than just at the time when the protein enters the ER from the ribosome.
* Reaction catalyzed: Glc<sub>[0-3]</sub>Man<sub>[0-9]</sub>GlcNAc<sub>2</sub>β1-PP-Dol + Asn-Xaa-Ser/Thr -> Dol-PP + Glc<sub>[0-3]</sub>Man<sub>[0-9]</sub>GlcNAc<sub>2</sub>β1-Asn-Xaa-Ser/Thr.",601134,ER,,,Glc(a1-2)Glc(a1-3)Man(a1-2)Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-6)[Man(a1-2)Man(a1-3)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-r),Glc(a1-2)Glc(a1-3)Man(a1-2)Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-6)[Man(a1-2)Man(a1-3)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-?)Dol-PP,Glc(a1-2)Glc(a1-3)Man(a1-2)Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-6)[Man(a1-2)Man(a1-3)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-?)Asn,0,0,pM,1,1,1,1,1,,,null,R-HSA-446203,1,1
